789N801E,3,2.9-2.8,  1/8 ,Boonea impressa,body,whole,1,<0.1,1932-001
789N801E,3,2.9-2.8,  1/16,Boonea impressa,body,whole,28,0.21,1932-002
789N801E,4,2.8-2.7,  1/8 ,Boonea impressa,body,whole,1,<0.1,1924-001
789N801E,4,2.8-2.7,  1/16,Boonea impressa,body,anterior 1/2,3,,1924-002
789N801E,4,2.8-2.7,  1/16,Boonea impressa,body,whole,21,0.12,1924-002
789N801E,5,2.7-2.6,  1/8 ,Boonea impressa,body,whole,12,0.10,1928-001
789N801E,5,2.7-2.6,  1/16,Boonea impressa,body,anterior 1/2,1,,1928-002
789N801E,5,2.7-2.6,  1/16,Boonea impressa,body,anterior 3/4,1,,1928-002
789N801E,5,2.7-2.6,  1/16,Boonea impressa,body,whole,33,0.23,1928-002
789N801E,6,2.6-2.5,  1/8 ,Boonea impressa,body,whole,7,0.07,1925-001
789N801E,6,2.6-2.5,  1/16,Boonea impressa,body,anterior 3/4,1,,1925-002
789N801E,6,2.6-2.5,  1/16,Boonea impressa,body,whole,32,0.21,1925-002
789N801E,7,2.5-2.4,  1/8 ,Boonea impressa,body,whole,3,0.02,1923-001
789N801E,7,2.5-2.4,  1/16,Boonea impressa,body,anterior 1/4,4,,1923-002
789N801E,7,2.5-2.4,  1/16,Boonea impressa,body,whole,17,0.13,1923-002
789N801E,8,2.4-2.3,  1/16,Boonea impressa,body,anterior 1/2,3,,1927-001
789N801E,8,2.4-2.3,  1/16,Boonea impressa,body,whole,17,0.14,1927-001
789N801E,9,2.3-2.2,  1/8 ,Boonea impressa,body,whole,1,0.01,1926-001
789N801E,9,2.3-2.2,  1/16,Boonea impressa,body,anterior 3/4,1,,1926-002
789N801E,9,2.3-2.2,  1/16,Boonea impressa,body,whole,5,0.04,1926-002
789N801E,10,2.2-2.1,  1/16,Boonea impressa,body,whole,1,<0.1,1929-001
,,,,,,,,,
Unit: 784N811E,,,,,,,,,
Unit,Level,Depth,Screen,Taxon,Element,Portion,Count ,Weight,Catalog number
784N811E,2,2.9-2.8,  1/4 ,Boonea impressa,body,whole,1,<0.1,1944-001
784N811E,2,2.9-2.8,  1/8 ,Boonea impressa,body,whole,5,0.06,1944-002
784N811E,2,2.9-2.8,  1/16,Boonea impressa,body,anterior 3/4,2,,1944-003
784N811E,2,2.9-2.8,  1/16,Boonea impressa,body,whole,8,0.07,1944-003
784N811E,3,2.8-2.7,  1/8 ,Boonea impressa,body,whole,1,0.01,1930-001
784N811E,3,2.8-2.7,  1/16,Boonea impressa,body,anterior 1/2,3,,1930-002
784N811E,3,2.8-2.7,  1/16,Boonea impressa,body,whole,9,0.08,1930-002
784N811E,3,2.8-2.7,  1/16,Boonea impressa,body,whole,1,,1930-002
784N811E,4,2.7-2.6,  1/4 ,Boonea impressa,body,nearly whole,1,,1940-001
784N811E,4,2.7-2.6,  1/4 ,Boonea impressa,body ,whole,8,5.53,1940-001
784N811E,4,2.7-2.6,  1/8 ,Boonea impressa,body,whole,4,0.04,1940-002
784N811E,4,2.7-2.6,  1/16,Boonea impressa,body,anterior 3/4,1,,1940-003
784N811E,4,2.7-2.6,  1/16,Boonea impressa,body,whole,22,0.18,1940-003
784N811E,5,2.6-2.5,  1/8 ,Boonea impressa,body,whole,2,0.02,1941-001
784N811E,5,2.6-2.5,  1/16,Boonea impressa,body,anterior 1/2,1,,1941-002
784N811E,5,2.6-2.5,  1/16,Boonea impressa,body,anterior 1/4,1,,1941-002
784N811E,5,2.6-2.5,  1/16,Boonea impressa,body,anterior 3/4,1,,1941-002
784N811E,5,2.6-2.5,  1/16,Boonea impressa,body,nearly whole,2,,1941-002
784N811E,5,2.6-2.5,  1/16,Boonea impressa,body,whole,23,0.20,1941-002
784N811E,6,2.5-2.4,  1/4 ,Boonea impressa,body,anterior 1/16,1,,1946-001
784N811E,6,2.5-2.4,  1/4 ,Boonea impressa,body,nearly whole,2,,1946-001
784N811E,6,2.5-2.4,  1/4 ,Boonea impressa,body,nearly whole,1,,1946-001
784N811E,6,2.5-2.4,  1/4 ,Boonea impressa,body,whole,1,0.03,1946-001
784N811E,6,2.5-2.4,  1/8 ,Boonea impressa,body,nearly whole,3,,1946-002
784N811E,6,2.5-2.4,  1/8 ,Boonea impressa,body,whole,7,0.80,1946-002
784N811E,6,2.5-2.4,  1/16,Boonea impressa,body,anterior 1/4,2,,1946-003
784N811E,6,2.5-2.4,  1/16,Boonea impressa,body,anterior 3/4,1,,1946-003
784N811E,6,2.5-2.4,  1/16,Boonea impressa,body,nearly whole,5,,1946-003
784N811E,6,2.5-2.4,  1/16,Boonea impressa,body,whole,38,0.29,1946-003
784N811E,7,2.4-2.3,  1/4 ,Boonea impressa,body,anterior 1/2,1,,1942-001
784N811E,7,2.4-2.3,  1/4 ,Boonea impressa,body,whole,4,0.04,1942-001
784N811E,7,2.4-2.3,  1/8 ,Boonea impressa,body,nearly whole,2,,1942-002
784N811E,7,2.4-2.3,  1/8 ,Boonea impressa,body,whole,2,0.04,1942-002
784N811E,7,2.4-2.3,  1/16,Boonea impressa,body,anterior 1/2,2,,1942-003
784N811E,7,2.4-2.3,  1/16,Boonea impressa,body,anterior 1/4,3,,1942-003
784N811E,7,2.4-2.3,  1/16,Boonea impressa,body,nearly whole,1,,1942-003
784N811E,7,2.4-2.3,  1/16,Boonea impressa,body,nearly whole,3,,1942-003
784N811E,7,2.4-2.3,  1/16,Boonea impressa,body,whole,34,0.29,1942-003
784N811E,8,2.3-2.2,  1/4 ,Boonea impressa,body,whole,1,0.01,1945-001
784N811E,8,2.3-2.2,  1/8 ,Boonea impressa,body,whole,14,0.14,1945-002
784N811E,8,2.3-2.2,  1/16,Boonea impressa,body,anterior 1/2,3,,1945-003
784N811E,8,2.3-2.2,  1/16,Boonea impressa,body,nearly whole,3,,1945-003
784N811E,8,2.3-2.2,  1/16,Boonea impressa,body,whole,55,0.50,1945-003
,,,,,,,,,
PART 2: MODERN DATA,,,,,,,,,
,,,,,,,,,
"St. Catherines Island, GA",,,,,,,,,
Cemetery Road Marsh,,,,,,,,,
Modern Boonea impressa samples,,,,,,,,,
,,,,,,,,,
Collection Date,Screen size,Specimen Count,Catalog number,,,,,,
July 2006,1.168mm,224,47052-001,,,,,,
July 2006,250µm,7,47053-001,,,,,,
August 2006,1.168mm,9,47054-001,,,,,,
August 2006,250µm,25,47055-001,,,,,,
September 2006,1.168mm,75,47056-001,,,,,,
September 2006,250µm,38,47057-001,,,,,,
October 2006,250µm,2,47058-001,,,,,,
November 2006,1.168mm,39,47059-001,,,,,,
November 2006,250µm,5,47060-001,,,,,,
December 2006,1.168mm,38,47061-001,,,,,,
December 2006,250µm,1,47062-001,,,,,,
January 2007,1.168mm,228,47063-001,,,,,,
February 2007,1.168mm,32,47064-001,,,,,,
March 2007,1.168mm,25,47065-001,,,,,,
April 2007,1.168mm,65,47066-001,,,,,,
May 2007,1.168mm,6,47067-001,,,,,,
June 2007,1.168mm,2,47068-001,,,,,,
June 2007,250µm,129,47069-001,,,,,,
July 2007,250µm,743,47070-001,,,,,,
August 2007,250µm,25,47071-001,,,,,,
September 2007,1.168mm,890,47072-001,,,,,,
September 2007,250µm,468,47073-001,,,,,,
October 2007,1.168mm,220,47074-001,,,,,,
October 2007,250µm,2,47075-001,,,,,,
November 2007,1.168mm,196,47076-001,,,,,,
November 2007,250µm,18,47077-001,,,,,,
December 2007,1.168mm,198,47078-001,,,,,,
December 2007,250µm,3,47079-001,,,,,,
January 2008,1.168mm,26,47080-001,,,,,,
January 2008,250µm,1,47081-001,,,,,,
February 2008,1.168mm,75,47082-001,,,,,,
February 2008,250µm,1,47083-001,,,,,,
March 2008,1.168mm,73,47084-001,,,,,,
March 2008,250µm,3,47085-001,,,,,,
April 2008,1.168mm,37,47086-001,,,,,,
April 2008,250µm,1,47087-001,,,,,,
May 2008,1.168mm,64,47088-001,,,,,,
May 2008,250µm,92,47089-001,,,,,,
June 2008,1.168mm,1,47090-001,,,,,,
June 2008,250µm,232,47091-001,,,,,,
